Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10
FERRARI565,FERRARI565,11HO4623,LEXVOLD LUKE HERSHEL-ET,50433589,ดวงใจ,,,,
93TH243,30420814,1HO2714,AG-HIGH SIGHTS BS INGOT-ET,ML15217,,,,,
93TH252,40421281,1HO0967,ZIELLAND ZEBO,40370825,40370825(โบว์),,,,
93TH250,30420414,9HO1351,FRIEND-LEA JOURNEY-ET,ML40225,,,,,
93TH234,30420871,7HO4282,LOCUST-HILL RTL BRISTOL-ET,30340632,,,,,
93TH259,27432586,9HO1570,SALEM MARK MITY-ET,25375830,พุทธ,,,,
93TH271,70444279,7HO4523,KERNDTWAY GOLDFINGER,70391490,70391490ป่าน,,,,
93TH270,67430671,14HO2402,HIGH-SIGHTS GANNON LUCK-ET,67340109,,,,,
075HF,16370152,7HO1964,PLUSHANSKI J BUCKEYE-ET,NM30181,,,,,
045HF,Z300284,1HO1464,BIS-MAY TRADITION CLEITUS,มาลี,,,,,
176HF,19404821,9HO1289,ART-ACRES NED BOY OSCAR-ET,ML42050,,,,,
148HF,50390006,7HO3668,LANGACRES BIG TIME-ET,50310224,,,,,
179HF,30400553,7HO3668,LANGACRES BIG TIME-ET,30350812,,,,,
167HF,70404002,9HO1536,ALVERE MARK SILVER-ET,70325903,70325903เฉื่อย,,,,
93.75TH206,76410002,7HO3707,PARADISE-R CLEITUS MATHIE,76340105,76340105(ปั้น),,,,
138HF,19390004,7HO1901,WOODBINE VALIANT ELDON-ET,ML13062,,,,,
169HF,19402408,29HO6183,LA-POE K HARDTAC-ET,19371916,19371916 (พลอย),,,,
191HF,70402859,7HO3668,LANGACRES BIG TIME-ET,70366820,70366820 (แพะ),,,,
93TH257,40430977,9HO1705,DREAM-0N HEROD-ET,KN390212,,,,,
056HF,50350005,14HO1440,ZIELLAND FAST FUTURE,67-1186,,,,,
XY93.75,พ่ออุปถัมภ์-93.75,,100%HF,,87.5%HF12.5%BI,,,,
104HF,19380103,7HO1964,PLUSHANSKI J BUCKEYE-ET,SD40842,,,,,
186HF,50400009,8HO2151,HOLLY-DELL NICK-ET,50350414,,,,,
137HF,40M1,71HO1083,BOND HAVEN EDIFICE,3514,,,,,
93TH251,30421431,9HO1351,FRIEND-LEA JOURNEY-ET,30370675,,,,,
93TH256,22430359,9HO1489,GLEN-TOCTIN SLOCUM,22370034,อ้วน,,,,
93TH255,73430002,7HO3847,AMELDIN II PONTIAC HUNTER,73371449,มะนาว,,,,
93.75TH202,50410002,9HO1294,LYLEHAVEN AMBITION-ET,771203,771203 (อ้อ),,,,
93.75TH200,30410601,8HO1915,PICKARD-ACRES VIC KAI,30350819,30350819 (เพชรรุ่,,,,
93.75TH203,67410011,9HO0924,OPPERMAN TONG-ET,67350200,,,,,
93TH274,67450001,9HO2608,COYNE-FARMS BENEDICT-ET,67390397,,,,,
93TH272,70443931,9HO1877,DOLLY-VARDEN TESK FRANCO-ET,70392603,70392603ลูกชิ้น,,,,
93TH235,71420039,7HO3886,WORMONT EXTREME,71350106,,,,,
063HF,50360003,8HO1258,BIT-O-WIND STARWAR,67-11,,,,,
93TH244,30420417,9HO1488,ROCKALLI VANQUISH-ET,ML55046,,,,,
193HF,71400071,9HO1289,ART-ACRES NED BOY OSCAR-ET,71340160,71340160 (ไฉไล),,,,
93TH273,20451001,9HO1877,DOLLY-VARDEN TESK FRANCO-ET,2037096,,,,,
93.75TH222,67410204,8HO2394,MAPLELEAF-E ROT MISTIQUE-ET,67360051,ถุงเงิน,,,,
93.75TH225,71410231,29HO6706,DIXIE-LEE LIMOUSINE-ET,71350123,,,,,
93.75TH224,70410742,7HO3993,COLDSPRINGS VERTUOSA-ET,70351119,กุ้ง,,,,
93.75TH223,70410671,7HO3993,COLDSPRINGS VERTUOSA-ET,70354920,บุญชี,,,,
155HF,19401302,7HO3886,WORMONT EXTREME,ML99077,,,,,
111HF,19381106,9HO1097,BAYVILLE DAMION-ET,20232,20232(บุญนำ),,,,
112HF,50380005,8HO0585,MARLU OUTLOOK,50310402,,,,,
068HF,76360001,1HO1464,BIS-MAY TRADITION CLEITUS,ศิรินทรา,,,,,
043HF,043HF,7HO0543,CARLIN-M IVANHOE BELL,โฟม(ด่าง),,,,,
93.75TH205,71410201,9HO1289,ART-ACRES NED BOY OSCAR-ET,71350117,71350117 (ญาณี),,,,
93TH233,30420805,7HO4211,END-ROAD BLACKSTAR MAJIC-ET,30370066,,,,,
122HF,50390003,9HO1351,FRIEND-LEA JOURNEY-ET,50300426,,,,,
93TH276,67440677,1HO3355,AWJ-GRACE BIS-MAY NEIKO,67410404,,,,,
93TH277,40450051,1HO3355,AWJ-GRACE BIS-MAY NEIKO,40400068,,,,,
93TH280,67450153,14HO2687,AR-JOY SLOCUM ADAM,67370468,คูณ,,,,
A-PAT85,A-PAT85,,,,,,,,
B55-1/27,B55-1/27,C155,,TK26,,,,,
TAK40/43,43040TAK,,,,,,,,
B75-4/25,B75-4/25,A75,,E698,,,,,
CB18/42,CB18/42,,,,,,,,
B151-1/24,B151-1/24,C151,,แสงดาว,,,,,
B75-2/25,B75-2/25,A75,,3713,,,,,
CB77/40,CB 77/40,ALIGOTE,,T21/36,,,,,
B75-1/25,B75-1/25,A75,,3710,,,,,
B151-2/25,B151-2/25,C151,,ขวัญ,,,,,
CB146,CB146,,,,,,,,
TAK41/44,44041TAK,,,,,,,,
A-MBR93,A-MBR93,FB3262,MEADOWBRIDGE REQUEST,50635,,,,,
B75-3/25,B75-3/25,A75,,11226,,,,,
TAK16/43,43016TAK,,,,,,,,
139HF,19390006,9HO0924,OPPERMAN TONG-ET,ML23662,ML23662 (ดาว),,,,
144HF,19390009,9HO0924,OPPERMAN TONG-ET,33101,,,,,
81TH239,64420453,8HO1975,WILLOWLAND MARK IV,64370109,,,,,
81TH238,64420452,8HO1975,WILLOWLAND MARK IV,64370014,,,,,
81TH264,50430010,7HO1524,E-Z ACRES VALIANT DOMAIN,50360319,50-360319,,,,
81.25TH196,19404823,9HO1489,GLEN-TOCTIN SLOCUM,19350043,19350043 (น้อย,,,,
81TH275,16440238,9HO1647,BEACHLAWN BSTAR BUNKER-ET,16382044,,,,,
059HF,50350008,73HO0431,HANOVERHILL STARBUCK,63-2281,,,,,
81.25TH210,64410192,8HO2394,MAPLELEAF-E ROT MISTIQUE-ET,64370106,ศรีไพร,,,,
81.25TH209,40411234,7HO4211,END-ROAD BLACKSTAR MAJIC-ET,40195233,,,,,
115HF,67390061,9HO0924,OPPERMAN TONG-ET,67330039,,,,,
81TH231,40420315,9HO1729,BRABANT STAR PATRON-ET,40090688,,,,,
96TH261,76440557,7HO4638,RICECREST TESK TERRY,76390121,76390121ปาน,,,,
FORD320,FORD320,11HO3243,MAIZEFIELD BELLWOOD-ET,71411317,อีสวย,,,,
220HO9600,250 FATAL,20HO9001,PENN-SPRINGS MR C,17043968,250 NRUNE 84,,,,
96TH236,50420005,7HO4282,LOCUST-HILL RTL BRISTOL-ET,50350065,ลาย,,,,
96TH262,77441470,7HO4149,DIAMOND-W WIND KADDY-ETS,77391312,77391312ผอม,,,,
777133097,LUCKY LEO,20HO9001,PENN-SPRINGS MR C,509257011,LENORA 2,,,,
96TH278,70450100,1HO3355,AWJ-GRACE BIS-MAY NEIKO,70402559,เรไร,,,,
150HF,70391460,39HO0246,MADAWASKA AEROSTAR,70355890,70355890สุกัญญา,,,,
29HO8858,FINEGOLD BESNE LORD,20HO9002,250 BESNE BUCK,15033593,MURANDA MASCOT LUCY-ET,,,,
11HO7181,ISIDORUS KERMIT,133479,LUKAS,137223347,MASCOTTA 9,,,,
29HO9468,MORNINGVIEW PASSPORT-ET,220HO9600,250 FATAL,15399688,MORNINGVIEW MASCOT PAT,,,,
98TH254,50430007,8HO2506,RANSOM-RAIL MR.NOLAN(1HO2506),50381495,,,,,
11HO7169,DE CROB BINGO,777133097,LUCKY LEO,811691437,BARNKAMPER MARILYN-ET,,,,
11HO8046,RAMOS,73HO1965,STARMORE RUDOLPH-ET,15240262,HELDINE 47,,,,
82.5TH211,77411401,8HO0585,MARLU OUTLOOK,PK20026,พลอย,,,,
149HF,50390007,7HO3668,LANGACRES BIG TIME-ET,50340073,50340073สีหมอก,,,,
187HF,50400010,8HO2151,HOLLY-DELL NICK-ET,50360441,50360441 (วันดี),,,,
90TH260,40431905,9HO1705,DREAM-0N HEROD-ET,4009390219,4009390219สายบัว,,,,
90TH253,50420013,14HO1886,DINOMI MELWOOD TOUCH,50340859,,,,,
051HF,77350999,72HO0376,HANOVER-HILL INSPIRATION,AN10051,,,,,
053HF,50350002,29HO4773,BILJEAN IJON SENSATION-ET,66-1171,,,,,
17331156,554 MASEY JULIAN KIMBERLY,,,,,,,,
17331180,554 ATHOL M K VULCAN,17331156,554 MASEY JULIAN KIMBERLY,370727134,554 ATHOL S J VIDA,,,,
17070627,528 F16 ROCKET C,,,,,,,,
93TH279,30450249,7HO5300,CATALINA MATHIE MAGNUM,30390827,,,,,
93.25TH221,30410872,9HO1294,LYLEHAVEN AMBITION-ET,30370878,,,,,
11HO6893,DE CROB DYNASTY,777133097,LUCKY LEO,122821770,SOUTHLAND DIENA 73,,,,
11HO7102,NOORDER PERFECT,7HO2236,EMPRISE BELL ELTON,774031248,MARGRIET 114,,,,
20HO9002,250 BESNE BUCK,73HO0431,HANOVERHILL STARBUCK,15256754,250 LENTILLE 835,,,,
156HF,19401303,7HO3804,MAR-BIL COMMAND GEOFFRY-ET,SD40842,SD40842ดำเล็ก,,,,
136HF,40M2,H406,BAYVILLE-HP DILLON-ET,3589,,,,,
133479,LUKAS,8HO2024,ROTHROCK TRADITION LEADMAN,100248030,EUGENIE 2,,,,
97HO0012,528 SKALSUMER SUNNYBOY-ET,1723121,NEHLS CHIEF CRUSADER,15367232,528 SK PIETJE 175,,,,
97HO0018,528 EASTLAND CASH-ET,97HO0012,528 SKALSUMER SUNNYBOY-ET,15833125,528 EAST GOLDEN,,,,
11HO7194,HOLIM CASSA,97HO0018,528 EASTLAND CASH-ET,818773996,HOLIM LIZETTE,,,,
190HF,67400351,1HO0414,TESK-HOLM VALIANT ROCKIE,67430186,,,,,
1588,1588,,,,,,,,
2126,2126,,,,,,,,
2127,2127,,,,,,,,
7769,7769,,,,,,,,
7777,7777,,,,,,,,
7791,7791,,,,,,,,
8125,8125,,,,,,,,
8209,8209,,,,,,,,
8423,8423,,,,,,,,
AFS2619,AFS2619,,,,,,,,
AFS328,AFS328,,,,,,,,
ปศุสัตว์,ปศุสัตว์,,,,,,,,
93TH9001,LEESAW,73HO1965,STARTMORE RUDOLPH,CHERRY,,,,,
93TH9002,GOLD,14HO02687,AR-JOY SLOCUM ADUM,MC80223,,,,,
87TH9003,SILVER,14HO02687,AR-JOY SLOCUM ADAM,SD70704,,,,,
87TH9004,SAMSON,SAMBO,,ML53321,,,,,
ชาคริต,ชาคริต,,,,,,,,
RD50SW50,RD50SW50,,50%RD50%SW,,50%RD50%SW,,,,
RD50RS50,RD50RS50,,50%RD50%RS,,50%RD50%RS,,,,
FORD96,FORD96,,,,,,,,
แซมซัน,แซมซัน,,,,,,,,
C4704,พิท,BULLET,,16-423579,,,,,
C4803,โปรดัค,CEVIS,,ก.ส.ก.ร.003011,,,,,
C4707,พาร์ค,CEVIS,,MC432102,,,,,
C4705,แพล็นเน็ท,BULLET,,PC400044,,,,,
C4810,โปรฟิท,JOKER,,PK441190,,,,,
C4805,โปรตรอน,CEVIS,,ML420274,,,,,
C4806,โฟโต้,CEVIS,,ย.ช.อ.ม.012011,,,,,
C4807,พรูฟ,JOKER,,MC430493,,,,,
C4702,ไพเรท,BULLET,,PC440042,,,,,
87.5HF12.5BI,87.5HF12.5BI,,100%HF,,75%HF25%BI,,,,
9368,CITIZEN,,STARLING,,MC90544,,,,
9358,POLAND,,HOPE (100%HF) แคนาดา,,"สวย (75%HF,25%SW)",,,,
9366,OMEGA,,PRESCENT,,หวาน,,,,
C4903,C4903,11HO4712,CEVIS,NM430190,มดดำ,,,,
C4904,โปรเซ็ส,29HO10615,CUMULUS,ML411528,กวาง,,,,
C4905,พาย,11HO5293,BULLET,MC431250,,,,,
C4906,C4906,14HO3388,JOKER,MC442084,,,,,
C5003,ปาป้า,29HO10312,PROSPECT,MC452751,,,,,
C5006,โพรมิส,14HO3831,MARION,19-382671,,,,,
C5007,โพรไวด์,7HO6417,OMAN,MC451005,,,,,
C5008,พุช,29HO10312,PROSPECT,MC451014,,,,,
C5009,พลัสเซิล,29HO10615,CUMULUS,MC471829,,,,,
C5010,C5010,11HO5815,GRANADO,MC442084,,,,,
C5011,ปั๊ม,11HO5815,GRANADO,MC460061,,,,,
C5012,ปาร์ตี้,29HO10312,PROSPECT,MC460064,,,,,
C5013,ป๊อบ,14HO4048,MISSION,MC452960,,,,,
C4908,พาวด์,14HO3388,JOKER,KT440036,,,,,
87TH284,30460182,7HO4637,LADYS-MANOR WINCHESTER-ET,30402565,จ่น,,,,
14HO8406,BANN,,JOEY,,PK32006,,,,
5012,ROCKY,,LEXVOLD HERSHEL-ET,,ลิ้นจี่,,,,
4878,FRANCE,,KIRKBOY,,SK5664,,,,
C4902,ป๊อบปูล่า,7HO6417,Oman,MC430398,,,,,
C4708,พามี่,11HO4712,CEVIS,ML430392,,,,,
C4809,พิกมี่,,่JOKER,,MC450430,,,,
C4811,แพล็นท์,,TOMAHAWK,,MC440747,,,,
3FARM-SHELL,SHELL(เชลล์),011HO04623,Norrielake Cleitus Luke-TW  TV TL EX-90 GM,PR440007,มะเหมี่ยว,,,,
50RD50RS,50RD50RS,,,,,,,,
93TH293,16473067,7HO4880,SUNSHINE-D-P CMA PROTON,NM390418,,,,,
93TH295,16472240,14HO2736,BARBEE-M JUROR ITO-ET,16424027,ส้ม,,,,
93TH296,50040008,7HO5891,RICECREST DILLON-ET,50422562,,,,,
89TH299,70470314,048HF,(Z260045),70434924,ตุ๊ดตู่,,,,
87TH300,22470311(BIG),048HF,(Z260045),22370176,แหว๋ว,,,,
87TH301,19474730,1HO0967,ZIELLAND ZEBO,LK400432,,,,,
87TH302,16473083,7HO5710,PAGEN-ERNWOOD DANE-ET,PK80212,ดอกคูณ,,,,
81TH303,18470079,14HO2958,SILDAHL BW DUTCH BOY-ET,18420021,,,,,
93TH294,05040010,7HO4637,LADYS-MANOR WINCHESTER-ET,50411421,บาบาร่า,,,,
87TH286,19463257,1HO2162,SANDY-VALLEY ADDIAS-ET,MC410272,,,,,
84TH287,40470002,7HO5408,PECKENSTEIN ELTON CURTIS-ET,40430530,,,,,
93TH288,22460517,14HO2632,FARNEAR EL ASHLY DIAMOND-ET,21401283,,,,,
93TH289,50030001,14HO2687,AR-JOY SLOCUM ADAM,51390105,,,,,
93TH291,50450007,7HO1524,E-Z ACRES VALIANT DOMAIN,50390035,,,,,
96TH311,05050005,11HO6008,SIKKEMA-STAR BIZ-ET,51440204,51440204(พลอย),,,,
96TH318,05050003,11HO4662,RICECREST MARSHALL-ET,50441550,น้องสอง,,,,
96TH328ET,50060001,11HO5486,GUIDED-PATH TOMAHAWK,50391626,50391626(ศุกร์),,,,
96TH329,16490755,11HO6008,SIKKEMA-STAR BIZ-ET,NM420075,,,,,
96TH338,40500006,29HO10472,PARKER AARON FAITH,40431666,40431666(งาม),,,,
96TH339,05070002,ISU157,JOCKO BESN(180HO9612),50430739,50430739(ฟ้า),,,,
96TH340,05070003,ISU157,JOCKO BESN(180HO9612),50431430,50431430(กุมภา),,,,
75TH324,19496632,124HF,27391635,19436591,,,,,
81TH304,ฺ16482394,14HO2736,BARBEE-M JUROR ITO-ET,16423750,,,,,
81TH323,19496431,A75,,27422742,,,,,
84TH319,05050006,124HF,27391635,50420622,50420622ปิยะฉัตร,,,,
84TH322,36490054,A75,,36460052,,,,,
86TH320,40490168,11HO4662,RICECREST MARSHALL-ET,40421737,40421737(น้องแพร),,,,
86TH321,67490251,088HF,70374487,67430182,67430182(บัวตูม),,,,
87TH285,20460446,1HO3355,AWJ-GRACE BIS-MAY NEIKO,20350150,20350150(ฝ้ายใหม่),,,,
87TH331,70490253,29HO10340,CARP-PYR BASAR BRAD-ET,70432816,,,,,
87TH332,40500001,157HF,19402406,40441455,40441455(แตงโม),,,,
89TH333,30501748,178HF,30400552,30450084,30450084(ฟ้า),,,,
90TH307,40480348,9HO2462,RODENBERG DARKSTAR NIXON-ET,40421641,40421641(อดทน),,,,
90TH313,40480773,11HO5863,HC-GEN UTAH-ETS,40421730,,,,,
90TH334,36500005,157HF,19402406,36440052,36440052(เปรีย),,,,
90TH335,50070005,29HO10340,CARP-PYR BASAR BRAD-ET,50441688,50441688(แนน),,,,
90TH336,65700234,29HO10472,PARKER AARON FAITH,64430642,,,,,
93TH297,70470315,9HO2462,RODENBERG DARKSTAR NIXON-ET,70410372,70410372(น้ำฝน),,,,
93TH298,16472987,7HO5300,CATALINA MATHIE MAGNUM,NM400174,NM400174(พลอย),,,,
93TH305,40480772,14HO2736,BARBEE-M JUROR ITO-ET,40431737,40431737(จีจี้),,,,
93TH306,16480401,14HO1440,ZIELLAND FAST FUTURE,NM420515,NM420515(ทองแดง),,,,
93TH308,16485150,7HO5484,RICECREST BOONE-ET,16391015,16391015(สุข,,,,
93TH310,40480808,11HO4662,RICECREST MARSHALL-ET,40420377,40420377(เบนซ์),,,,
93TH312,19480817,14HO2736,BARBEE-M JUROR ITO-ET,PK401247,,,,,
93TH314,70480073,11HO6008,SIKKEMA-STAR BIZ-ET,70420717,70420717(ปลาวาฬ),,,,
93TH315,67480100,048HF,Z260045,67430902,67430902(ต้นไผ่),,,,
93TH316,16485147,11HO6008,SIKKEMA-STAR BIZ-ET,16390926,16390926(โพธิ์),,,,
93TH317,30490001,7HO5484,RICECREST BOONE-ET,7HO5484,30421947(ดวงใจ),,,,
93TH325ET,19495131,,,30243126,,,,,
93TH326,05050007,11HO5486,GUIDED-PATH TOMAHAWK,50440717,50440717(ใหม่),,,,
93TH327ET,50060002,14HO2958,SILDAHL BW DUTCH BOY-ET,51400199,51400199(พราว),,,,
93TH330,19509007,088HF,70374487,30254531,30254531(แหม่ม),,,,
93TH337,19500741,29HO10340,CARP-PYR BASAR BRAD-ET,MC430130,MC430130(เมษา),,,,
93TH290,16465293,14HO2090,HA-HO CUBBY MANFRED-ET,16390871,16390871(ชมพู่),,,,
93TH292,19474373,14HO2759,BEACHLAWN BELLWOOD BURKE-ET,19410188,,,,,
96TH309,70480071,11HO5863,HC-GEN UTAH-ETS,70421590,70421590(หมี),,,,
ดอกดิน,ดอกดิน,,100%HF,,"75%HF,25%BRA",,,,
นีโน่,นีโน่,,,,,,,,
ล้าน,87.5HF12.5BI,,100%HF,,75%HF25%BI,,,,
เศรษฐี,เศรษฐี,,,,,,,,
แว่น,แว่น,,,,,,,,
โอโม,โอโม,,,,,,,,
87.5HF12.5SW,87.5HF12.5SW,,100%HF,,75%HF25%SW,,,,
MR.ISAG A.D. RANCH,MR.ISAG A.D. RANCH,,JUSTICE U.S.A.100%HF,,แตงโม AR 127 75%HF25%SW,,,,
MR.KENWOOD A.D. RANCH,MR.KENWOOD A.D. RANCH,,BELLWOOD U.S.A.100%HF,,แตงโม AR 127 75%HF25%SW,,,,
C.5101,RUSTLER JUNIOR 1-RED,,Rustler-RED EX-96,,Hanover-Hill-R MI Rochelle  RC EX-93,,,,
SADDUM,SADDUM,,75%HF25%SW,,75%HF25%SW,,,,
XY87.5,พ่ออุปถัมภ์-87.5,,100%HF,,75%HF25%BI,,,,
93.75HF6.25BI,93.75HF6.25BI,,100%HF,,87.5%HF12.5%BI,,,,
89TH353,89TH353,084HF,70373540,,27432998,,,,
96TH341,96TH341,,100%HF,30244148,บู้ท 93.75%HF,,,,
50HF50BRA,50HF50BRA,,100%HF,,100%BRA,,,,
90TH343,90TH343,11HO6008,SIKKEMA-STAR BIZ-ET,20450103,,,,,
IMPORT,IMPORT,,100%HF,,100%HF,,,,
000008,000008,,100%HF,,100%HF,,,,
010HF,010HF,,100%HF,,100%HF,,,,
011-ET3,011-ET3,,100%HF,507,,,,,
14BR23,14BR23,,100%AB,,100%AB,,,,
21BR02,21BR02,,100%AB,,100%AB,,,,
21BR05,21BR05,,100%AB,,100%AB,,,,
RABST58/45,45058STR SURATTHANI CATTLE58/45,,100%RAB,,100%RAB,,,,
RABST61/45,45061STR SURATTHANI CATTLE61/45,,100%RAB,,100%RAB,,,,
8BR08,8BR08,,100%AB,,100%AB,,,,
8BR2019,8BR2019,,100%AB,,100%AB,,,,
8BR27,8BR27,,100%AB,,100%AB,,,,
AACLAUDIUS,AA CLAUDIUS,,100%SM,,100%SM,,,,
AAPHOENIX,AA PHOENIX,,100%SM,,100%SM,,,,
ABKK,AB KK,,100%AB,,100%AB,,,,
AB1/29,AB1/29,,100%AB,,100%AB,,,,
AB1/32,AB1/32,,100%AB,,100%AB,,,,
AB1/40,AB1/40,,100%AB,,100%AB,,,,
AB1144,AB1144,,100%AB,,100%AB,,,,
AB1157,AB1157,,100%AB,,100%AB,,,,
AB1161,AB1161,,100%AB,,100%AB,,,,
AB117,AB117,,100%AB,,100%AB,,,,
AB1179,AB1179,,100%AB,,100%AB,,,,
AB12/32,AB12/32,,100%AB,,100%AB,,,,
AB12/35,AB12/35,,100%AB,,100%AB,,,,
AB12/40,AB12/40,,100%AB,,100%AB,,,,
AB129,AB129,,100%AB,,100%AB,,,,
AB13,AB13,,100%AB,,100%AB,,,,
AB13/29,AB13/29,,100%AB,,100%AB,,,,
AB135,AB135,,100%AB,,100%AB,,,,
AB1367,AB1367,,100%AB,,100%AB,,,,
AB16/35,AB16/35,,100%AB,,100%AB,,,,
AB18,AB18,,100%AB,,100%AB,,,,
AB18/28,AB18/28,,100%AB,,100%AB,,,,
AB19/30,AB19/30,,100%AB,,100%AB,,,,
AB19/36,AB19/36,,100%AB,,100%AB,,,,
AB2,AB2,,100%AB,,100%AB,,,,
AB20,AB20,,100%AB,,100%AB,,,,
AB23,AB23,,100%AB,,100%AB,,,,
AB23/30,AB23/30,,100%AB,,100%AB,,,,
AB24/30,AB24/30,,100%AB,,100%AB,,,,
AB28/32,AB28/32,,100%AB,,100%AB,,,,
AB282,AB282,,100%AB,,100%AB,,,,
AB3/29,AB3/29,,100%AB,,100%AB,,,,
AB3/32,AB3/32,,100%AB,,100%AB,,,,
AB3/40,AB3/40,,100%AB,,100%AB,,,,
AB304,AB304 RAMBO,,100%AB,,100%AB,,,,
AB34/8,AB34/8,,100%AB,,100%AB,,,,
AB36/30,AB36/30,,100%AB,,100%AB,,,,
AB38,AB38,,100%AB,,100%AB,,,,
AB4,AB4,,100%AB,,100%AB,,,,
AB4/30,AB4/30,,100%AB,,100%AB,,,,
AB42,AB42,,100%AB,,100%AB,,,,
AB44,AB44,,100%AB,,100%AB,,,,
AB5/34,AB5/34,,100%AB,,100%AB,,,,
AB5/36,AB5/36,,100%AB,,100%AB,,,,
AB54,AB54,,100%AB,,100%AB,,,,
AB54/34,AB54/34,,100%AB,,100%AB,,,,
AB45/34,AB54/34,,100%AB,,100%AB,,,,
AB56,AB56,,100%AB,,100%AB,,,,
AB6/32,AB6/32,,100%AB,,100%AB,,,,
AB6/36,AB6/36,,100%AB,,100%AB,,,,
AB691/5,AB691/5,,100%AB,,100%AB,,,,
AB777,AB777,,100%AB,,100%AB,,,,
AB8/36,AB8/36,,100%AB,,100%AB,,,,
AB81,AB81,,100%AB,,100%AB,,,,
AB843,AB843,,100%AB,,100%AB,,,,
AB86/38,AB86/38,,100%AB,,100%AB,,,,
AB880,AB880,,100%AB,,100%AB,,,,
AB9,AB9,,100%AB,,100%AB,,,,
AB932,AB932,,100%AB,,100%AB,,,,
AB956,AB956,,100%AB,,100%AB,,,,
AB959,AB959,,100%AB,,100%AB,,,,
AB959/3,AB959/3,,100%AB,,100%AB,,,,
AB96/34,AB96/34,,100%AB,,100%AB,,,,
AB98,AB98,,100%AB,,100%AB,,,,
AB98/30,AB98/30,,100%AB,,100%AB,,,,
AB99,AB99,,100%AB,,100%AB,,,,
7185119662,ABOUKIR,,100%CHA,,100%CHA,,,,
AB51/37,ABTP51/37,,100%AB,,100%AB,,,,
290516,AGRO ACRES MARQUIS NED,,100%HF,,100%HF,,,,
3HO0053,AIRYTOP SIR SEELEY PABST ORLO,,100%HF,,100%HF,,,,
AIS-55,AIS-55,,100%AIS,,100%AIS,,,,
ALAMO,ALAMO,,100%HF,,100%HF,,,,
ALBINOS,ALBINOS,,100%HF,,100%HF,,,,
0705-253,ALEX253,,100%HF,,100%HF,,,,
ALIGOTE,ALIGOTE,,100%CHA,,100%CHA,,,,
ALINAR,ALINAR 1978601,,100%HF,,100%HF,,,,
HD136,ANNE 2,,100%HF,,100%HF,,,,
A14-311,ANSJE 14 S JUNL 3-030574,,100%HF,,100%HF,,,,
29HO5160,ARLINDA CARL-TWIN,,100%HF,,100%HF,,,,
1481962,ARLINDA CHIEF MONARCH,,100%HF,,100%HF,,,,
1446145,ARLINDA SIR PIET,,100%HF,,100%HF,,,,
29HO1952,ARTEVEL SKYLARK RAINBOW,,100%HF,,100%HF,,,,
B.STAR,B.STAR,,100%HF,,100%HF,,,,
1364080,BAYFIELD JOHANNA GAY BOY,,100%HF,,100%HF,,,,
BELJART,BELJART,,100%CHA,,100%CHA,,,,
BER308,BER308 BONTJE S FRANS94,,100%HF,,100%HF,,,,
HD42,BONTJE S FRANS 1-79441,,100%HF,,100%HF,,,,
308045,BRIARWOOD CHIEFTAIN,,100%HF,,100%HF,,,,
1086797,BROWNS MASTER VOYAGEUR,,100%HF,,100%HF,,,,
C613,BS C613,,100%BS,,100%BS,,,,
CHA7/9,BT MR THOMAS 7/9(56CH0059),,100%CHA,,100%CHA,,,,
1182957,BURKE IDEAL RAVEN NOMAD,,100%HF,,100%HF,,,,
1001822,BURKE IMPERIAL SEVENS,,100%HF,,100%HF,,,,
21HO0073,BURKGOV HEILO BELLE,,100%HF,,100%HF,,,,
S230405,BURVAD,,100%HF,,100%HF,,,,
70HO0188,BUTLERVIEW MATTADOR,,100%HF,,100%HF,,,,
C.BONUS,C.BONUS,,100%HF,,100%HF,,,,
C.COBRA,C.COBRA,,100%HF,,100%HF,,,,
C.FALCAN,C.FALCAN,,100%HF,,100%HF,,,,
C003,C003,,100%CHA,,100%CHA,,,,
878257,CARNATION IMPERIAL EMPEROR,,100%HF,,100%HF,,,,
837650,CARNATION IMPERIAL MADCAP LAD,,100%HF,,100%HF,,,,
CASCO1212,CASCO 1212,,100%AB,,100%AB,,,,
CASCO441/3,CASCO 441/3,,100%AB,,100%AB,,,,
1352991,CASH-MAR REFLECTION TRIUNE,,100%HF,,100%HF,,,,
1221490,CHASEHOLME DEEN PRIDE,,100%HF,,100%HF,,,,
73HO0274,CHERRY LANE STARBRIGHT,,100%HF,,100%HF,,,,
0387106897,CIERGE,,100%CHA,,100%CHA,,,,
6987100162,CIGNY,,100%CHA,,100%CHA,,,,
5209-11,CLARION,,100%HF,,100%HF,,,,
CMT-TUXPENO,CMT-TUXPENO 47/5,,100%AB,,100%AB,,,,
AB237/9,COB MANSO237/9,,100%AB,,100%AB,,,,
COLASSAL,COLASSAL 5610,,100%AB,,100%AB,,,,
COOPER,COOPER,,100%CHA,,100%CHA,,,,
1328684,CRAOLA ORMSBY ADMIRAL,,100%HF,,100%HF,,,,
1093537,CURTISDALE ORMSBY PRINCE,,100%HF,,100%HF,,,,
DAMOISEAU,DAMOISEAU,,100%CHA,,100%CHA,,,,
1393175,DEYHAVEN JUPITER,,100%HF,,100%HF,,,,
389JJ,DIDORCRATA,,100%AB,,100%AB,,,,
19767/01,DIEBACH,,100%SM,,100%SM,,,,
274043,DIVIDEND CLIPPER,,100%HF,,100%HF,,,,
